CohortMonth,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2023-11,100.0,2.1802002224694106,2.2246941045606228,1.935483870967742,2.2024471635150165,1.8909899888765296,2.024471635150167,2.1579532814238043,1.7130144605116797,2.1802002224694106,1.8687430478309235,2.046718576195773,10.344827586206897,3.8264738598442714,1.935483870967742,1.7797552836484982,2.135706340378198,1.5127919911012235,1.6907675194660732,1.668520578420467,0.5561735261401557,,,,,,,,,,
2023-12,100.0,1.775926331944749,1.5347511510633634,1.8417013812760359,2.104801578601184,2.2144266608199956,1.7540013155009866,2.039026529269897,1.907476430607323,1.8197763648322733,2.2144266608199956,1.6224512168384126,10.43630782723087,4.165753124314843,1.9732514799386098,1.8855514141635605,2.1267265950449463,1.8197763648322733,1.775926331944749,0.6796755097566323,,,,,,,,,,,
2024-01,100.0,1.9483461712732213,1.9483461712732213,2.0389669234254644,2.106932487539647,2.0163117353874034,1.9483461712732213,2.084277299501586,1.9256909832351607,1.7897598550067964,1.6991391028545535,1.7217942908926143,14.046216583597642,3.5795197100135927,2.310829179882193,2.061622111463525,1.6991391028545535,1.9936565473493428,0.4531037607612143,,,,,,,,,,,,
2024-02,100.0,1.8298714144411472,1.8051434223541047,1.9782393669634024,1.9782393669634024,1.7309594460929771,2.0276953511374876,2.101879327398615,1.8545994065281897,2.225519287833828,1.95351137487636,1.7804154302670623,12.784371909000988,2.868447082096934,1.2858555885262115,2.126607319485658,1.9287833827893175,0.46983184965380814,,,,,,,,,,,,,
2024-03,100.0,1.7620137299771168,1.8077803203661327,1.5789473684210527,2.1510297482837526,2.196796338672769,1.6475972540045767,2.013729977116705,1.9908466819221968,1.6247139588100687,2.082379862700229,1.5789473684210527,13.935926773455378,3.7528604118993134,1.6475972540045767,1.6704805491990846,0.6178489702517163,,,,,,,,,,,,,,
2024-04,100.0,1.6735386854232357,1.9888430754305118,2.085859810817366,1.7220470531166625,2.037351443123939,2.037351443123939,1.5522677661896678,2.2071307300509337,1.819063788503517,1.5037593984962405,1.6492845015765218,13.82488479262673,3.61387339316032,1.9403347077370847,0.5578462284744118,,,,,,,,,,,,,,,
2024-05,100.0,1.5215355805243447,1.6853932584269662,1.8258426966292134,1.9194756554307115,1.75561797752809,2.0365168539325844,1.9194756554307115,1.9662921348314606,1.7322097378277155,1.8726591760299627,1.7790262172284643,14.700374531835205,3.9091760299625467,0.5617977528089888,,,,,,,,,,,,,,,,
2024-06,100.0,1.6800401203610833,1.6549648946840523,1.7301905717151456,2.031093279839519,1.6800401203610833,1.6549648946840523,1.9307923771313942,1.629889669007021,1.60481444332999,1.579739217652959,1.6549648946840523,13.56569709127382,0.4764292878635908,,,,,,,,,,,,,,,,,
2024-07,100.0,1.979719942056977,1.7624336069531628,1.4002897151134719,1.7141477547078707,1.4002897151134719,1.7624336069531628,1.2554321583775954,1.3761467889908259,1.6900048285852245,1.7382906808305165,1.9555770159343313,0.5794302269435055,,,,,,,,,,,,,,,,,,
2024-08,100.0,1.763668430335097,1.8644494834971024,1.889644746787604,1.7888636936255986,1.8392542202066011,1.3353489543965735,1.8644494834971024,1.7384731670445956,2.091206853111615,1.5117157974300832,0.40312421264802223,,,,,,,,,,,,,,,,,,,
2024-09,100.0,1.7189631650750339,1.5006821282401093,1.8553888130968623,1.6643929058663027,1.7189631650750339,1.7735334242837655,1.9645293315143246,1.3369713506139156,1.6098226466575716,0.6002728512960437,,,,,,,,,,,,,,,,,,,,
2024-10,100.0,1.9541427826993223,1.5893694632621156,1.849921834288692,1.43303804064617,1.5372589890568005,1.3288170922355393,1.6675351745700884,1.4851485148514851,0.5732152162584679,,,,,,,,,,,,,,,,,,,,,
2024-11,100.0,1.7696629213483146,1.8258426966292134,1.7977528089887642,1.657303370786517,2.0224719101123596,1.6011235955056178,1.657303370786517,0.6179775280898876,,,,,,,,,,,,,,,,,,,,,,
2024-12,100.0,1.4019951469398761,1.563763817740631,1.7524939336748449,1.59072526287409,1.3750337018064167,1.7255324885413859,0.48530601240226473,,,,,,,,,,,,,,,,,,,,,,,
2025-01,100.0,1.545972335231896,1.2476267968538106,1.0577705451586654,1.2476267968538106,1.4917276918904259,0.27122321670735017,,,,,,,,,,,,,,,,,,,,,,,,
2025-02,100.0,1.597542242703533,1.5053763440860215,1.6589861751152075,1.6282642089093702,0.3686635944700461,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03,100.0,1.5465341066003866,1.6570008285004143,1.6293841480254072,0.4971002485501243,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04,100.0,2.10301737275221,1.2496190185918927,0.33526363913441026,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05,100.0,1.5494636471990464,0.4171632896305125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06,100.0,0.4892966360856269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
